echo_id,kind,gid,date,in_kzt,out_kzt,lag_days,n_sources,n_targets,sources,targets,match,score,evidence
ECH-114,relay,100000001445848100,2026-07-10,15000.0,15000.0,0,1,1,100000002217161100,100000002217161100,exact,0.2184,"received 15,000 KZT on 2026-07-10 from …7161100 and sent 15,000 KZT the same day back to …7161100 (exact)"
ECH-115,relay,100000001732159100,2026-07-07,15000.0,15000.0,0,1,1,100000008637537100,100000008637537100,exact,0.2184,"received 15,000 KZT on 2026-07-07 from …7537100 and sent 15,000 KZT the same day back to …7537100 (exact)"
ECH-116,relay,100000002612809100,2026-07-27,15000.0,15000.0,1,1,1,100000005507142100,100000005507142100,exact,0.2184,"received 15,000 KZT on 2026-07-27 from …7142100 and sent 15,000 KZT the next day back to …7142100 (exact)"
ECH-117,relay,100000002781227100,2026-07-12,15000.0,15000.0,0,1,1,100000002796853100,100000002796853100,exact,0.2184,"received 15,000 KZT on 2026-07-12 from …6853100 and sent 15,000 KZT the same day back to …6853100 (exact)"
ECH-118,relay,100000006866783100,2026-07-14,15000.0,15000.0,0,1,1,100000008304139100,100000000961900100,exact,0.2184,"received 15,000 KZT on 2026-07-14 from …4139100 and sent 15,000 KZT the same day to …1900100 (exact)"
ECH-119,relay,100000008637537100,2026-07-09,15000.0,15000.0,1,1,1,100000008314203100,100000001732159100,exact,0.2184,"received 15,000 KZT on 2026-07-09 from …4203100 and sent 15,000 KZT the next day to …2159100 (exact)"
ECH-120,relay,100000002645993100,2026-07-07,14000.0,14000.0,0,1,1,100000002957787100,100000002398779100,exact,0.2172,"received 14,000 KZT on 2026-07-07 from …7787100 and sent 14,000 KZT the same day to …8779100 (exact)"
ECH-121,relay,100000002781227100,2026-07-19,14000.0,14000.0,0,1,1,100000002796853100,100000002796853100,exact,0.2172,"received 14,000 KZT on 2026-07-19 from …6853100 and sent 14,000 KZT the same day back to …6853100 (exact)"
ECH-122,relay,100000005367284100,2026-07-07,13700.0,13700.0,0,1,1,100000008477350100,100000001270470100,exact,0.2168,"received 13,700 KZT on 2026-07-07 from …7350100 and sent 13,700 KZT the same day to …0470100 (exact)"
ECH-123,relay,100000005610717100,2026-07-27,13700.0,13700.0,0,1,1,100000004400305100,100000008469048100,exact,0.2168,"received 13,700 KZT on 2026-07-27 from …0305100 and sent 13,700 KZT the same day to …9048100 (exact)"
ECH-124,relay,100000008636603100,2026-07-02,12750.0,12750.0,0,1,1,100000000667713100,100000000667713100,exact,0.2156,"received 12,750 KZT on 2026-07-02 from …7713100 and sent 12,750 KZT the same day back to …7713100 (exact)"
ECH-125,relay,100000006866783100,2026-07-08,12000.0,12000.0,1,1,1,100000001660397100,100000000961900100,exact,0.2147,"received 12,000 KZT on 2026-07-08 from …0397100 and sent 12,000 KZT the next day to …1900100 (exact)"
ECH-126,relay,100000002645993100,2026-07-07,11700.0,11700.0,0,1,1,100000004400305100,100000002398779100,exact,0.2144,"received 11,700 KZT on 2026-07-07 from …0305100 and sent 11,700 KZT the same day to …8779100 (exact)"
ECH-127,split,100000004156082100,2026-07-31,45000.0,44817.0,0,1,3,100000005287097100,100000001138376100 100000003927792100 100000005287097100,within_2pct,0.2143,"received 45,000 KZT on 2026-07-31 from …7097100 and sent 44,817 KZT in 3 transfers over 2026-07-31 to 3 accounts (within 2%)"
ECH-128,relay,100000002394199100,2026-07-13,77398.0,76777.0,0,1,1,100000001677929100,100000001677929100,within_2pct,0.214,"received 77,398 KZT on 2026-07-13 from …7929100 and sent 76,777 KZT the same day back to …7929100 (within 2%)"
ECH-129,split,100000002645993100,2026-07-07,10500.0,10500.0,0,1,2,100000004400305100,100000000332284100 100000003741418100,exact,0.2129,"received 10,500 KZT on 2026-07-07 from …0305100 and sent 10,500 KZT in 2 transfers over 2026-07-07 to 2 accounts (exact)"
ECH-130,split,100000003016635100,2026-07-04,46000.0,46202.0,1,1,3,100000005287097100,100000002793851100 100000004206046100 100000004948177100,within_2pct,0.2128,"received 46,000 KZT on 2026-07-04 from …7097100 and sent 46,202 KZT in 3 transfers over 2026-07-04..2026-07-05 to 3 accounts (within 2%)"
ECH-131,split,100000002578405100,2026-07-28,41509.0,41350.0,1,1,2,100000005041905100,100000002373386100 100000008767950100,within_2pct,0.2124,"received 41,509 KZT on 2026-07-28 from …1905100 and sent 41,350 KZT in 2 transfers over 2026-07-28..2026-07-29 to 2 accounts (within 2%)"
ECH-132,relay,100000002175422100,2026-07-23,10000.0,10000.0,1,1,1,100000003557488100,100000003557488100,exact,0.2123,"received 10,000 KZT on 2026-07-23 from …7488100 and sent 10,000 KZT the next day back to …7488100 (exact)"
ECH-133,relay,100000002293421100,2026-07-17,10000.0,10000.0,1,1,1,100000004180097100,100000004180097100,exact,0.2123,"received 10,000 KZT on 2026-07-17 from …0097100 and sent 10,000 KZT the next day back to …0097100 (exact)"
ECH-134,relay,100000003390036100,2026-07-05,10000.0,10000.0,0,1,1,100000003115284100,100000005873152100,exact,0.2123,"received 10,000 KZT on 2026-07-05 from …5284100 and sent 10,000 KZT the same day to …3152100 (exact)"
ECH-135,relay,100000003557488100,2026-07-16,10000.0,10000.0,0,1,1,100000002175422100,100000002175422100,exact,0.2123,"received 10,000 KZT on 2026-07-16 from …5422100 and sent 10,000 KZT the same day back to …5422100 (exact)"
ECH-136,relay,100000004005964100,2026-07-12,10000.0,10000.0,0,1,1,100000003616818100,100000002731501100,exact,0.2123,"received 10,000 KZT on 2026-07-12 from …6818100 and sent 10,000 KZT the same day to …1501100 (exact)"
ECH-137,relay,100000004005964100,2026-07-16,10000.0,10000.0,1,1,1,100000004007116100,100000004007116100,exact,0.2123,"received 10,000 KZT on 2026-07-16 from …7116100 and sent 10,000 KZT the next day back to …7116100 (exact)"
ECH-138,relay,100000004076740100,2026-07-06,10000.0,10000.0,1,1,1,100000005519998100,100000005932987100,exact,0.2123,"received 10,000 KZT on 2026-07-06 from …9998100 and sent 10,000 KZT the next day to …2987100 (exact)"
ECH-139,relay,100000004386258100,2026-07-30,10000.0,10000.0,0,1,1,100000003917461100,100000003917461100,exact,0.2123,"received 10,000 KZT on 2026-07-30 from …7461100 and sent 10,000 KZT the same day back to …7461100 (exact)"
ECH-140,relay,100000005074393100,2026-07-23,10000.0,10000.0,1,1,1,100000005882013100,100000005882013100,exact,0.2123,"received 10,000 KZT on 2026-07-23 from …2013100 and sent 10,000 KZT the next day back to …2013100 (exact)"
ECH-141,relay,100000005186131100,2026-07-07,10000.0,10000.0,0,1,1,100000004400305100,100000006171671100,exact,0.2123,"received 10,000 KZT on 2026-07-07 from …0305100 and sent 10,000 KZT the same day to …1671100 (exact)"
ECH-142,relay,100000006866783100,2026-07-05,10000.0,10000.0,0,1,1,100000007639767100,100000002809568100,exact,0.2123,"received 10,000 KZT on 2026-07-05 from …9767100 and sent 10,000 KZT the same day to …9568100 (exact)"
ECH-143,relay,100000007593823100,2026-07-19,10000.0,10000.0,1,1,1,100000004400305100,100000008730846100,exact,0.2123,"received 10,000 KZT on 2026-07-19 from …0305100 and sent 10,000 KZT the next day to …0846100 (exact)"
ECH-144,relay,100000008314203100,2026-07-14,10000.0,10000.0,1,1,1,100000001732159100,100000008637537100,exact,0.2123,"received 10,000 KZT on 2026-07-14 from …2159100 and sent 10,000 KZT the next day to …7537100 (exact)"
ECH-145,relay,100000008314203100,2026-07-14,10000.0,10000.0,1,1,1,100000001732159100,100000008637537100,exact,0.2123,"received 10,000 KZT on 2026-07-14 from …2159100 and sent 10,000 KZT the next day to …7537100 (exact)"
ECH-146,relay,100000008637537100,2026-07-01,10000.0,10000.0,1,1,1,100000008314203100,100000001732159100,exact,0.2123,"received 10,000 KZT on 2026-07-01 from …4203100 and sent 10,000 KZT the next day to …2159100 (exact)"
ECH-147,split,100000008389800100,2026-07-09,120000.0,118400.0,1,1,2,100000006579678100,100000003321895100 100000004664905100,within_2pct,0.2119,"received 120,000 KZT on 2026-07-09 from …9678100 and sent 118,400 KZT in 2 transfers over 2026-07-09..2026-07-10 to 2 accounts (within 2%)"
ECH-148,relay,100000006641671100,2026-07-11,9000.0,9000.0,0,1,1,100000005834479100,100000008097580100,exact,0.211,"received 9,000 KZT on 2026-07-11 from …4479100 and sent 9,000 KZT the same day to …7580100 (exact)"
ECH-149,relay,100000002214664100,2026-07-30,7950.0,7950.0,0,1,1,100000002578405100,100000008778010100,exact,0.2098,"received 7,950 KZT on 2026-07-30 from …8405100 and sent 7,950 KZT the same day to …8010100 (exact)"
ECH-150,relay,100000002957787100,2026-07-02,7000.0,7000.0,0,1,1,100000005268319100,100000001229743100,exact,0.2086,"received 7,000 KZT on 2026-07-02 from …8319100 and sent 7,000 KZT the same day to …9743100 (exact)"
ECH-151,relay,100000008748914100,2026-07-26,7000.0,7000.0,1,1,1,100000004723755100,100000004592467100,exact,0.2086,"received 7,000 KZT on 2026-07-26 from …3755100 and sent 7,000 KZT the next day to …2467100 (exact)"
ECH-152,relay,100000003016635100,2026-07-06,6000.0,6000.0,0,1,1,100000005287097100,100000007281639100,exact,0.2074,"received 6,000 KZT on 2026-07-06 from …7097100 and sent 6,000 KZT the same day to …1639100 (exact)"
ECH-153,relay,100000003016635100,2026-07-14,6000.0,6000.0,1,1,1,100000005287097100,100000007442518100,exact,0.2074,"received 6,000 KZT on 2026-07-14 from …7097100 and sent 6,000 KZT the next day to …2518100 (exact)"
ECH-154,relay,100000004071070100,2026-07-13,6000.0,6000.0,1,1,1,100000004071080100,100000004071080100,exact,0.2074,"received 6,000 KZT on 2026-07-13 from …1080100 and sent 6,000 KZT the next day back to …1080100 (exact)"
ECH-155,relay,100000004180097100,2026-07-24,6000.0,6000.0,0,1,1,100000004765639100,100000002293421100,exact,0.2074,"received 6,000 KZT on 2026-07-24 from …5639100 and sent 6,000 KZT the same day to …3421100 (exact)"
ECH-156,relay,100000000274067100,2026-07-23,5000.0,5000.0,0,1,1,100000002958343100,100000006490557100,exact,0.2061,"received 5,000 KZT on 2026-07-23 from …8343100 and sent 5,000 KZT the same day to …0557100 (exact)"
ECH-157,relay,100000000490383100,2026-07-06,5000.0,5000.0,0,1,1,100000002938501100,100000002600345100,exact,0.2061,"received 5,000 KZT on 2026-07-06 from …8501100 and sent 5,000 KZT the same day to …0345100 (exact)"
ECH-158,relay,100000002156381100,2026-07-14,5000.0,5000.0,1,1,1,100000002696152100,100000002696152100,exact,0.2061,"received 5,000 KZT on 2026-07-14 from …6152100 and sent 5,000 KZT the next day back to …6152100 (exact)"
ECH-159,relay,100000002293421100,2026-07-31,5000.0,5000.0,0,1,1,100000004180097100,100000004180097100,exact,0.2061,"received 5,000 KZT on 2026-07-31 from …0097100 and sent 5,000 KZT the same day back to …0097100 (exact)"
ECH-160,relay,100000002398779100,2026-07-08,5000.0,5000.0,1,1,1,100000007593823100,100000008576243100,exact,0.2061,"received 5,000 KZT on 2026-07-08 from …3823100 and sent 5,000 KZT the next day to …6243100 (exact)"
ECH-161,relay,100000003016635100,2026-07-19,5000.0,5000.0,1,1,1,100000005287097100,100000000667713100,exact,0.2061,"received 5,000 KZT on 2026-07-19 from …7097100 and sent 5,000 KZT the next day to …7713100 (exact)"
ECH-162,relay,100000004017410100,2026-07-19,5000.0,5000.0,0,1,1,100000005519998100,100000004336312100,exact,0.2061,"received 5,000 KZT on 2026-07-19 from …9998100 and sent 5,000 KZT the same day to …6312100 (exact)"
ECH-163,relay,100000004692798100,2026-07-23,5000.0,5000.0,0,1,1,100000000831684100,100000000831684100,exact,0.2061,"received 5,000 KZT on 2026-07-23 from …1684100 and sent 5,000 KZT the same day back to …1684100 (exact)"
ECH-164,relay,100000005367445100,2026-07-22,5000.0,5000.0,1,1,1,100000005413948100,100000005413948100,exact,0.2061,"received 5,000 KZT on 2026-07-22 from …3948100 and sent 5,000 KZT the next day back to …3948100 (exact)"
ECH-165,relay,100000008346837100,2026-07-20,5000.0,5000.0,1,1,1,100000008379273100,100000007593823100,exact,0.2061,"received 5,000 KZT on 2026-07-20 from …9273100 and sent 5,000 KZT the next day to …3823100 (exact)"
ECH-166,relay,100000008546855100,2026-07-27,5000.0,5000.0,0,1,1,100000007689942100,100000008582730100,exact,0.2061,"received 5,000 KZT on 2026-07-27 from …9942100 and sent 5,000 KZT the same day to …2730100 (exact)"
ECH-167,relay,100000008546855100,2026-07-27,5000.0,5000.0,1,1,1,100000008582730100,100000007689942100,exact,0.2061,"received 5,000 KZT on 2026-07-27 from …2730100 and sent 5,000 KZT the next day to …9942100 (exact)"
ECH-168,relay,100000003684369100,2026-07-25,39800.0,40000.0,1,1,1,100000004351795100,100000003877908100,within_2pct,0.1988,"received 39,800 KZT on 2026-07-25 from …1795100 and sent 40,000 KZT the next day to …7908100 (within 2%)"
ECH-169,relay,100000004770073100,2026-07-02,5462.4,5466.97,0,1,1,100000002957787100,100000005293969100,within_2pct,0.1983,"received 5,462 KZT on 2026-07-02 from …7787100 and sent 5,467 KZT the same day to …3969100 (within 2%)"
ECH-170,split,100000006866783100,2026-07-04,30000.0,30127.0,1,1,1,100000008304139100,100000004737477100,within_2pct,0.1946,"received 30,000 KZT on 2026-07-04 from …4139100 and sent 30,127 KZT in 2 transfers over 2026-07-04..2026-07-05 to 1 accounts (within 2%)"
ECH-171,relay,100000002645993100,2026-07-07,13450.0,13480.0,0,1,1,100000004400305100,100000008413748100,within_2pct,0.1942,"received 13,450 KZT on 2026-07-07 from …0305100 and sent 13,480 KZT the same day to …3748100 (within 2%)"
ECH-172,split,100000004400305100,2026-07-23,20000.0,20061.0,0,1,2,100000004140487100,100000004325327100 100000005048668100,within_2pct,0.1941,"received 20,000 KZT on 2026-07-23 from …0487100 and sent 20,061 KZT in 2 transfers over 2026-07-23 to 2 accounts (within 2%)"
ECH-173,relay,100000001732159100,2026-07-13,153000.0,150000.0,0,1,1,100000008637537100,100000003404627100,within_2pct,0.188,"received 153,000 KZT on 2026-07-13 from …7537100 and sent 150,000 KZT the same day to …4627100 (within 2%)"
ECH-174,split,100000008603629100,2026-07-27,100000.0,101407.0,1,1,3,100000003880331100,100000000661912100 100000003528285100 100000004336228100,within_2pct,0.1837,"received 100,000 KZT on 2026-07-27 from …0331100 and sent 101,407 KZT in 4 transfers over 2026-07-27..2026-07-28 to 3 accounts (within 2%)"
ECH-175,relay,100000000661912100,2026-07-20,71224.0,72000.0,0,1,1,100000008603629100,100000003131016100,within_2pct,0.1794,"received 71,224 KZT on 2026-07-20 from …3629100 and sent 72,000 KZT the same day to …1016100 (within 2%)"
ECH-176,split,100000000331309100,2026-07-09,59435.0,60000.0,1,1,2,100000004403675100,100000003044431100 100000003814002100,within_2pct,0.1786,"received 59,435 KZT on 2026-07-09 from …3675100 and sent 60,000 KZT in 2 transfers over 2026-07-09..2026-07-10 to 2 accounts (within 2%)"
ECH-177,split,100000003016635100,2026-07-05,34700.0,34963.0,0,1,3,100000008636603100,100000000667713100 100000002592567100 100000007511163100,within_2pct,0.1671,"received 34,700 KZT on 2026-07-05 from …6603100 and sent 34,963 KZT in 3 transfers over 2026-07-05 to 3 accounts (within 2%)"
ECH-178,relay,100000005339662100,2026-07-29,25164.0,25000.0,0,1,1,100000004156082100,100000004820260100,within_2pct,0.1655,"received 25,164 KZT on 2026-07-29 from …6082100 and sent 25,000 KZT the same day to …0260100 (within 2%)"
ECH-179,split,100000004070318100,2026-07-09,34725.0,35000.0,0,1,2,100000006866783100,100000003741418100 100000006866783100,within_2pct,0.1638,"received 34,725 KZT on 2026-07-09 from …6783100 and sent 35,000 KZT in 2 transfers over 2026-07-09 to 2 accounts (within 2%)"
ECH-180,split,100000002957787100,2026-07-04,28770.0,28550.0,1,1,3,100000005910114100,100000004071080100 100000004662806100 100000005268319100,within_2pct,0.1586,"received 28,770 KZT on 2026-07-04 from …0114100 and sent 28,550 KZT in 3 transfers over 2026-07-04..2026-07-05 to 3 accounts (within 2%)"
ECH-181,relay,100000007594394100,2026-07-11,40385.0,40000.0,0,1,1,100000000437046100,100000006274203100,within_2pct,0.1537,"received 40,385 KZT on 2026-07-11 from …7046100 and sent 40,000 KZT the same day to …4203100 (within 2%)"
ECH-182,split,100000004070318100,2026-07-09,30000.0,29749.0,1,1,3,100000006866783100,100000002398779100 100000003747133100 100000008094734100,within_2pct,0.1528,"received 30,000 KZT on 2026-07-09 from …6783100 and sent 29,749 KZT in 3 transfers over 2026-07-09..2026-07-10 to 3 accounts (within 2%)"
ECH-183,split,100000004140487100,2026-07-19,24510.0,24700.0,0,1,2,100000003242289100,100000003249054100 100000008730846100,within_2pct,0.1528,"received 24,510 KZT on 2026-07-19 from …2289100 and sent 24,700 KZT in 3 transfers over 2026-07-19 to 2 accounts (within 2%)"
ECH-184,relay,100000008680912100,2026-07-10,6026.0,5990.85,1,1,1,100000002741024100,100000002741024100,within_2pct,0.149,"received 6,026 KZT on 2026-07-10 from …1024100 and sent 5,991 KZT the next day back to …1024100 (within 2%)"
ECH-185,relay,100000003242289100,2026-07-19,47500.0,46977.0,0,1,1,100000008512552100,100000002301828100,within_2pct,0.1475,"received 47,500 KZT on 2026-07-19 from …2552100 and sent 46,977 KZT the same day to …1828100 (within 2%)"
ECH-186,split,100000008304139100,2026-07-22,93570.0,92000.0,1,1,2,100000003242289100,100000001703168100 100000008603629100,within_2pct,0.1451,"received 93,570 KZT on 2026-07-22 from …2289100 and sent 92,000 KZT in 2 transfers over 2026-07-22..2026-07-23 to 2 accounts (within 2%)"
ECH-187,split,100000004188160100,2026-07-22,17860.0,18000.0,0,1,1,100000003016635100,100000003016635100,within_2pct,0.1437,"received 17,860 KZT on 2026-07-22 from …6635100 and sent 18,000 KZT in 2 transfers over 2026-07-22 to 1 accounts (within 2%)"
ECH-188,split,100000004400305100,2026-07-20,20000.0,20165.0,1,1,2,100000008632060100,100000002435265100 100000003218308100,within_2pct,0.1422,"received 20,000 KZT on 2026-07-20 from …2060100 and sent 20,165 KZT in 2 transfers over 2026-07-20..2026-07-21 to 2 accounts (within 2%)"
ECH-189,split,100000006866783100,2026-07-15,44000.0,44500.0,1,1,3,100000008304139100,100000000089154100 100000008443341100 100000008560717100,within_2pct,0.141,"received 44,000 KZT on 2026-07-15 from …4139100 and sent 44,500 KZT in 3 transfers over 2026-07-15..2026-07-16 to 3 accounts (within 2%)"
ECH-190,relay,100000006866783100,2026-07-04,34634.0,35000.0,1,1,1,100000005910114100,100000008560717100,within_2pct,0.1373,"received 34,634 KZT on 2026-07-04 from …0114100 and sent 35,000 KZT the next day to …0717100 (within 2%)"
ECH-191,relay,100000006385877100,2026-07-15,5038.62,5000.0,0,1,1,100000006443391100,100000006443391100,within_2pct,0.1295,"received 5,039 KZT on 2026-07-15 from …3391100 and sent 5,000 KZT the same day back to …3391100 (within 2%)"
ECH-192,split,100000006866783100,2026-07-11,50680.0,49972.0,1,1,3,100000005910114100,100000003235780100 100000007639767100 100000008686313100,within_2pct,0.1216,"received 50,680 KZT on 2026-07-11 from …0114100 and sent 49,972 KZT in 3 transfers over 2026-07-11..2026-07-12 to 3 accounts (within 2%)"
ECH-193,relay,100000003016635100,2026-07-07,23000.0,23250.0,0,1,1,100000005287097100,100000000440392100,within_2pct,0.1198,"received 23,000 KZT on 2026-07-07 from …7097100 and sent 23,250 KZT the same day to …0392100 (within 2%)"
ECH-194,relay,100000003016635100,2026-07-08,40000.0,40545.0,0,1,1,100000005287097100,100000004790991100,within_2pct,0.1135,"received 40,000 KZT on 2026-07-08 from …7097100 and sent 40,545 KZT the same day to …0991100 (within 2%)"
ECH-195,relay,100000000661912100,2026-07-03,25311.0,25000.0,0,1,1,100000006866783100,100000003246024100,within_2pct,0.1078,"received 25,311 KZT on 2026-07-03 from …6783100 and sent 25,000 KZT the same day to …6024100 (within 2%)"
ECH-196,split,100000003684369100,2026-07-16,49500.0,48746.0,1,1,2,100000000089154100,100000005133757100 100000005852946100,within_2pct,0.1075,"received 49,500 KZT on 2026-07-16 from …9154100 and sent 48,746 KZT in 2 transfers over 2026-07-16..2026-07-17 to 2 accounts (within 2%)"
ECH-197,relay,100000008346837100,2026-07-20,25000.0,25361.0,0,1,1,100000004569484100,100000004004621100,within_2pct,0.0867,"received 25,000 KZT on 2026-07-20 from …9484100 and sent 25,361 KZT the same day to …4621100 (within 2%)"
ECH-198,split,100000008460102100,2026-07-25,17500.0,17750.0,1,1,2,100000001287955100,100000002876914100 100000002986245100,within_2pct,0.0789,"received 17,500 KZT on 2026-07-25 from …7955100 and sent 17,750 KZT in 2 transfers over 2026-07-25..2026-07-26 to 2 accounts (within 2%)"
ECH-199,relay,100000002957787100,2026-07-02,8000.0,8104.99,0,1,1,100000005268319100,100000003582677100,within_2pct,0.0787,"received 8,000 KZT on 2026-07-02 from …8319100 and sent 8,105 KZT the same day to …2677100 (within 2%)"
ECH-200,relay,100000008603629100,2026-07-21,22000.0,22351.0,0,1,1,100000004847758100,100000004975919100,within_2pct,0.0679,"received 22,000 KZT on 2026-07-21 from …7758100 and sent 22,351 KZT the same day to …5919100 (within 2%)"
ECH-201,relay,100000006866783100,2026-07-12,19000.0,19300.0,0,1,1,100000008304139100,100000001660397100,within_2pct,0.0658,"received 19,000 KZT on 2026-07-12 from …4139100 and sent 19,300 KZT the same day to …0397100 (within 2%)"
ECH-202,relay,100000003684369100,2026-07-24,51000.0,50000.0,0,1,1,100000004358004100,100000001194266100,within_2pct,0.0653,"received 51,000 KZT on 2026-07-24 from …8004100 and sent 50,000 KZT the same day to …4266100 (within 2%)"
ECH-203,split,100000003809101100,2026-07-12,10000.0,10200.0,1,1,1,100000008254069100,100000008254069100,within_2pct,0.0125,"received 10,000 KZT on 2026-07-12 from …4069100 and sent 10,200 KZT in 2 transfers over 2026-07-12..2026-07-13 to 1 accounts (within 2%)"
